t,i_plus,i_zero,i_minus,avg_i_plus,avg_i_zero,avg_i_minus
5.0,0.5309577784752869,0.174792341541529,0.294249879983184,0.5309577784752869,0.174792341541529,0.294249879983184
5.05026318323269,0.5286087382842606,0.1773396169001434,0.29405164481559604,0.5297832583797737,0.17606597922083622,0.29415076239939003
5.101031643983116,0.5263427100365133,0.1797820121307992,0.29387527783268746,0.5286364089320202,0.17730465685749053,0.2940589342104892
5.1523104616225694,0.5241614227236626,0.1821192943456461,0.2937192829306913,0.5275176623799308,0.17850831622952942,0.29397402139053974
5.204104766583417,0.5220666495386421,0.18435116305973617,0.29358218740162173,0.526427459811673,0.17967688559557077,0.29389565459275613
5.256419740872396,0.5200602076593029,0.18647724792060563,0.2934625444200914,0.5253662511196114,0.18081027931640992,0.2938234695639787
5.309260618589075,0.5181439579904498,0.18849710618349244,0.29335893582605777,0.5243344949583026,0.18190839744027884,0.2937571076014186
5.3626326864495235,0.5163198048675448,0.1904102199213915,0.2932699752110637,0.5233326586969579,0.18297112525041792,0.2936962160526242
5.416541284315248,0.5145896957258412,0.19221599295900146,0.29319431131515733,0.5223612183668338,0.18399833277359387,0.2936404488595723
5.470991805727441,0.5129556207392931,0.19391374751945326,0.29313063174125364,0.5214206586040797,0.1849898742481798,0.2935894671477405
5.525989698446605,0.5114196124342196,0.19550272057252904,0.29307766699325133,0.520511472588638,0.1859455875503934,0.2935429398609687
5.5815404649976,0.5099837452833951,0.1969820598728604,0.29303419484374454,0.5196341619798677,0.18686529357726564,0.2935005444428667
5.637649663220168,0.5086501352869863,0.19835081967632467,0.29299904503668905,0.5187892368496461,0.18774879558488555,0.29346196756546844
5.694322906824998,0.507420939547571,0.19960795612251597,0.29297110432991313,0.5179772156137835,0.1885958784804306,0.29342690590578585
5.751565865955366,0.5062983558473511,0.20075232227073142,0.2929493218819175,0.517198624962688,0.18940630806645065,0.2933950669708613
5.809384267754446,0.5052846222366261,0.20178266277635787,0.292932714987016,0.5164539997923091,0.19017983023581986,0.293366169971871
5.8677838969382945,0.5043820166436139,0.20269760819383684,0.2929203751625492,0.5157438831365035,0.1909161701157032,0.29333994674779323
5.926770596374621,0.5035928565168146,0.203495668891496,0.29291147459168937,0.5150688261020764,0.19161503115880282,0.2933161427391208
5.986350267667359,0.5029194985122984,0.204175228562422,0.29290527292527957,0.5144293878078775,0.19227609418004593,0.29329451801207657
6.046528871747125,0.5023643382395804,0.2047345373141697,0.29290112444624994,0.5138261353294626,0.19289901633675213,0.29327484833378525
6.107312429467599,0.5019298100811157,0.2051717043184093,0.292898485600475,0.5132596436509699,0.19348343005016438,0.2932569262988657
6.16870702220792,0.5016183871019255,0.20548468999955094,0.2928969228985235,0.5127304956260134,0.19402894186604558,0.29324056250794106
6.230718792481124,0.5014325810674437,0.20567129773889575,0.29289612119366054,0.5122392819495538,0.19453513125182167,0.2932255867986245
6.2933539445486915,0.5013749425893687,0.20572916506787853,0.29289589234275276,0.5117866011428794,0.1950015493274907,0.29321184952962986
6.356618745041295,0.5014480614211202,0.20565575432041672,0.29289618425846314,0.5113730595540091,0.19542771752720775,0.2931992229187832
6.420519523585766,0.5016545669264365,0.20544834271018206,0.29289709036338146,0.5109992713760255,0.19581312618809135,0.29318760243588315
6.485062673438377,0.5019971287467226,0.2051040117936798,0.29289885945959754,0.5106658586860514,0.19615723306237243,0.2931769082515763
6.550254652124479,0.5024784576949685,0.20461963627425478,0.2929019060307767,0.5103734515077984,0.1964594617485111,0.2931670867436906
6.616101982084581,0.5031013069064109,0.20399187209544073,0.2929068209981484,0.510122687900854,0.19671920003633622,0.29315811206280984
6.682611251326915,0.5038684732786243,0.20321714376430863,0.2929143829570671,0.5099142140801131,0.19693579816060197,0.293149987759285
6.749789114086572,0.5047827992363866,0.20229163083652224,0.2929255699270912,0.509748684569025,0.1971085669565994,0.29314274847437555
6.817642291491239,0.5058471748594964,0.2012112534845302,0.29294157165597345,0.5096267623906022,0.19723677591059724,0.2931364616988005
6.886177572233672,0.5070645404147168,0.19997165705855097,0.29296380252673226,0.5095491193004239,0.19731965109689886,0.2931312296026772
6.955401813250874,0.5084378893361902,0.1985681955365642,0.2929939151272456,0.5095164360661817,0.19735637299218317,0.2931271909416351
7.025321940410157,0.5099702717020171,0.19699591374420053,0.2930338145537823,0.5095294027986341,0.19734607415652652,0.29312452304483927
7.095944949202049,0.5116647982582162,0.19524952820800429,0.29308567353377946,0.509588719339178,0.19728783676906755,0.29312344389175427
7.167277905440215,0.5135246450449894,0.19332340648575796,0.29315194846925263,0.5096950957096054,0.1971806900046538,0.29312421428574076
7.239327945968363,0.5155530586840937,0.19121154479512564,0.29323539652078057,0.5098492526299867,0.197023607235982,0.29312714013403124
7.312102279374312,0.517753362390174,0.18890754373643934,0.2933390938733866,0.5100519221110171,0.19681550304368603,0.29313257484529676
7.38560818671118,0.5201289627731107,0.18640458187665143,0.29346645535023785,0.5103038481275695,0.19655523001451017,0.2931409218579203
7.459853022225885,0.5226833575027915,0.18369538692883502,0.2936212555683735,0.5106057873806237,0.19624157530510344,0.2931526373142728
7.5348442140949,0.52542014391216,0.180772204224642,0.293807651863198,0.5109585101551841,0.19587325694604485,0.29316823289877103
7.610589265167464,0.5283430286189287,0.1776267621351893,0.29403020924588197,0.5113628012822479,0.19544891985742027,0.2931882788603318
7.687095753716234,0.531455838250868,0.17425023404826598,0.29429392770086604,0.5118194612133529,0.19496713154357587,0.29321340724307116
7.764371334195487,0.5347625313640478,0.17063319645568262,0.2946042721802696,0.5123293072167017,0.19442637743051155,0.29324431535278667
7.842423738006949,0.5382672116476768,0.16676558264307387,0.2949672057092494,0.5128931747043316,0.1938250558046977,0.2932817694909706
7.921260774273316,0.5419741425131025,0.16263663140436993,0.29538922608252755,0.5135119187002629,0.19316147230681838,0.2933266089929186
8.000890330619558,0.5458877631678956,0.15823483012314088,0.2958774067089636,0.5141864154600052,0.19243383392799174,0.2933797506120029
8.081320373962075,0.5500127062784252,0.1535478514715214,0.2964394422500534,0.5149175642522179,0.19164024244928823,0.29344219329849375
8.16255895130578,0.5543538173255721,0.14856248287259285,0.2970836998018351,0.515706289313685,0.19077868725775435,0.29351502342856056
8.244614190549202,0.5589161757576397,0.1432645477517641,0.2978192764905962,0.5165535419890567,0.18984703746351925,0.293599420547424
8.327494301297682,0.5637051180414292,0.1376388174642934,0.2986560644942774,0.517460303066987,0.18884303323276488,0.2936966637002481
8.411207575684744,0.5687262627058238,0.13166891262663105,0.2996048246675451,0.5184275853243235,0.18776427624019634,0.29380813843548015
