t,i_plus,i_zero,i_minus,avg_i_plus,avg_i_zero,avg_i_minus
5.0,0.5309577784752869,0.174792341541529,0.294249879983184,0.5309577784752869,0.174792341541529,0.294249879983184
5.152828434410521,0.5241399363447856,0.1821422501405734,0.29371781351464105,0.5275488574100362,0.1784672958410512,0.29398384674891254
5.310328174893917,0.5181063781572577,0.18853661384086065,0.29335700800188164,0.5244013643257767,0.18182373517432102,0.29377490049990224
5.4726420031289384,0.5129078648018401,0.19396325078608287,0.29312888441207696,0.5215279894447926,0.18485861407726148,0.29361339647794593
5.63991706501443,0.5085986914079345,0.19840351863963124,0.2929977899524343,0.518942129837421,0.18756759498973544,0.2934902751728436
5.812305004064696,0.5052365941202733,0.20183140555446727,0.29293200032525935,0.5166578738845631,0.18994489675052406,0.2933972293649129
5.989962098882225,0.5028826484705721,0.20421238098133285,0.2929049705480951,0.5146899845397072,0.19198310878349673,0.2933269066767961
6.17304940483233,0.5016011779569745,0.20550197750077082,0.2928968445422548,0.5130538837168657,0.19367296737315598,0.2932731489099784
6.361732900048194,0.5014596984550387,0.20564406943256117,0.2928962321124001,0.511765640909996,0.195003089824201,0.29323126926580306
6.556183635898648,0.5025289328304264,0.20456880369365435,0.2929022634759192,0.510841970102039,0.19595966121114633,0.29319836868681465
6.756577892055102,0.5048829409351387,0.20219012019478996,0.2929269388700713,0.5103002401777753,0.19652606657329574,0.2931736932489289
6.963097336298206,0.5085994234159155,0.19840276882525967,0.29299780775882484,0.5101585054476203,0.19668245842762608,0.2931590361247536
7.175929189209109,0.5137602738315895,0.1930786821747693,0.2931610439936411,0.5104355645540795,0.19640524486971403,0.2931591905762065
7.395266393894627,0.520452472828833,0.18606249000661304,0.293485037164554,0.5111510580022761,0.1956664766652068,0.29318246533251696
7.621307790900158,0.528769440823097,0.17716585263477563,0.29406470654212746,0.5123256168569975,0.19443310172984474,0.2932412814131577
7.854258298468951,0.5388129917468663,0.16616013067931204,0.2950268775738217,0.5139810777876144,0.19266604103918644,0.2933528811731992
8.094329098311121,0.5506960591888094,0.15276667554946338,0.29653726526172725,0.5161407825759199,0.19031901953979097,0.2935401978842891
8.341737827050803,0.5645463949962207,0.13664368321794204,0.2988099217858372,0.5188299832659367,0.18733705641079934,0.29383296032326395
8.596708773525043,0.5805114618163556,0.11736804714804086,0.30212049103560357,0.5220763768738534,0.18365447697591733,0.2942691461502292
8.859473082113247,0.5987647364263795,0.09440988347632255,0.3068253800972979,0.5259107948514797,0.17919224730093758,0.29489695784758263
9.13026896228155,0.6195135641382652,0.06709623478244457,0.3133902010792902,0.5303680695794218,0.1738543419429141,0.29577758847766394
9.409341904532042,0.6430084449838205,0.03455865082781888,0.3224329041883607,0.5354880866432582,0.1675227196195007,0.2969891937372411
9.69694490295263,0.663786646133224,0.004306063823156265,0.3319072900436197,0.5410662848819523,0.16042634328052918,0.2985073718375184
9.993338684569293,0.6346084528133671,0.0463916417992424,0.31899990538739054,0.544963875212428,0.15567489738547557,0.2993612274020964
10.298791945708661,0.6031483616217893,0.08874818482824257,0.3081034535499681,0.5472912546688025,0.15299782888318625,0.2997109164480113
10.613581595585126,0.56927870596748,0.13100760819190937,0.2997136858406107,0.5481369258725978,0.15215205116429098,0.29971102296311125
10.937993007333441,0.5327869481615544,0.17279793834077362,0.294415113497672,0.5475684081795961,0.15291671365230886,0.29951487816809497
