index,t,i_plus,i_zero,i_minus,avg_i_plus,avg_i_zero,avg_i_minus
28,95.870634228,0.4048901818211348,0.28930593238000823,0.305803885798857,0.32329377520786967,0.21707847958879373,0.45962774520333666
29,98.831194218,0.3259171175987983,0.023065883931347737,0.651016998469854,0.3233842352903155,0.21038839008336455,0.46622737462632
30,101.317851006,0.29691146152173303,0.14986022336077276,0.5532283151174942,0.3225018094980294,0.20837078452594485,0.4691274059760258
31,103.72553804,0.2949366655344277,0.2430481629651757,0.46201517150039656,0.32161261130565516,0.20948940963688775,0.46889797905745717
32,105.446623052,0.2988182193772694,0.13659033179729832,0.5645914488254323,0.3209002865578931,0.20721131345440058,0.4718883999877064
33,107.168611184,0.4020432612844495,0.291360628725137,0.3065961099904135,0.32335916457990993,0.20976129270502897,0.46687954271506116
34,111.029535543,0.6032264237504533,0.08864683840048694,0.30812673784905975,0.33159055455551417,0.20619910287254242,0.4622103425719435
35,111.874659177,0.2957845739480742,0.24938529272487875,0.454830133327047,0.33056752653815874,0.2074329940111806,0.4619994794506607
36,114.320220915,0.31324304617619686,0.06766689047960406,0.6190900633441991,0.33008629097254866,0.20355060224641455,0.46636310678103676
37,116.226680321,0.29462859936429214,0.2403798793602949,0.46499152127541293,0.32912797498313634,0.20454598811435726,0.46632603690250635
38,118.790782866,0.3094268322208224,0.08308200548331299,0.6074911622958646,0.3286095238578123,0.20134956751880345,0.4700409086233842
39,121.370125002,0.33945136770803674,0.330211437992235,0.33033719429972824,0.3288875198539719,0.20465371804376323,0.4664587621022648
40,122.946829294,0.33266652057983254,0.0020064894200877963,0.6653269900000797,0.32898199487211843,0.19958753732817136,0.47143046779971015
41,124.256818554,0.5062812645408281,0.20076971766026913,0.2929490177989028,0.33330636730306257,0.1996163709948079,0.4670772617021295
42,127.51668388,0.29903624882479485,0.26672779734933094,0.4342359538258742,0.33249041210119906,0.201214262098487,0.46629532580031385
43,129.5787042,0.29693576707425395,0.256452828995189,0.44661140393055704,0.3316635598912701,0.20249887993329402,0.4658375601754358
44,131.087688531,0.29377213731037083,0.1813059249555935,0.5249219377340356,0.33080239119624966,0.202017221865619,0.46718038693813124
45,133.497737203,0.3022958158782006,0.11643650463316668,0.5812676794886327,0.3301689117447375,0.2001154281493423,0.46971566010592014
46,134.756509753,0.4331605946911239,0.26759969798812855,0.29923970732074756,0.33240786137400674,0.20158247749366373,0.46600966113232944
47,138.116042055,0.4305771933777086,0.2696805790471092,0.2997422275751822,0.33449657056557486,0.20303137327139664,0.4624720561630285
48,139.736208952,0.29294768043919683,0.20084678156285884,0.5062055379979443,0.333630968687942,0.20298586094413543,0.46338317036792254
49,141.123707404,0.3044597909276609,0.28560634467170515,0.40993386440063395,0.33303563852956897,0.20467199326510627,0.4622923682053248
50,143.111845808,0.30947454841755295,0.2981697749740165,0.39235567660843057,0.3325644167273286,0.20654194889928448,0.460893634373387
51,146.000982487,0.32368479402768024,0.3222565335163343,0.35405867245598543,0.3323903064783159,0.20881086232314822,0.45879883119853593
52,147.422765343,0.3059826165782942,0.09825760191483048,0.5957597815068754,0.3318824662879309,0.20668483808452673,0.46143269562754247
53,150.053520421,0.3648798579648413,0.3159175380589663,0.31920260397619243,0.33250505858372165,0.2087458324236671,0.45874910899261134
54,150.925257612,0.3834071212042813,0.30420628851680154,0.3123865902789172,0.3334476893729913,0.21051361864761406,0.4560386919793948
55,153.024693811,0.3164989170754979,0.31161484026740593,0.37188624265709624,0.3331395298766732,0.21235182267706482,0.45450864744626207
56,156.112909294,0.4702539611633417,0.23560037674714815,0.2941456620895101,0.33558800186393517,0.21276697542831632,0.45164502270774864
57,157.597591818,0.2932722622176369,0.19035848842536046,0.5163692493570026,0.3348456204666317,0.21237384407738727,0.4527805354559812
58,158.849988171,0.3296211545688556,0.3294263282757431,0.3409525171554013,0.33475554346839415,0.21439199035666925,0.4508524661749367
59,161.188964138,0.3110980347692722,0.07617645280953471,0.6127255124211931,0.3343545687446803,0.2120493541270568,0.45359607712826305
60,163.030709687,0.29644858261324103,0.15347446114397958,0.5500769562427794,0.33372280230915624,0.21107310591067216,0.4552040917801717
61,165.537069188,0.31321376950443813,0.3057918471732989,0.380994383322263,0.3333865886566199,0.21262587216087916,0.45398753918250107
62,167.184439978,0.2991316377242203,0.13459793613837504,0.5662704261374046,0.33283408944803283,0.21136735706374202,0.4557985534882253
63,169.094515416,0.2993290646973527,0.1333647675982181,0.5673061677044292,0.3323022636583395,0.2101292207230194,0.4575685156186412
64,169.911976479,0.6636214322239733,0.0045522381896037625,0.331826329586423,0.3374791256671775,0.20691708037093479,0.4556037939618878
65,173.41153652,0.46017567258287523,0.24468462981154057,0.2951396976055842,0.33936676485049594,0.20749811959309797,0.45313511555640623
66,174.754191523,0.30518031580246574,0.1020144945483591,0.5928051896491752,0.3388487883497682,0.20589988284999583,0.4552513288002361
67,176.441434298,0.30619529142693147,0.09727744205774791,0.5965272665153206,0.33836142272405423,0.20427865239041007,0.45735992488553584
68,178.377407776,0.3195814358338866,0.04434766805286553,0.6360708961132479,0.33808524644625765,0.20192672615015206,0.45998802740359046
69,179.91648402,0.30731322959420593,0.29314830061709124,0.3995384697887028,0.3376392751875323,0.20324877795402072,0.45911194685844714
70,182.207078484,0.31870434434548894,0.04743709301040923,0.6338585626441018,0.3373687761755031,0.20102289674054055,0.46160832708395655
71,184.874467848,0.6069991978347348,0.08372675601776568,0.30927404614749954,0.3411663877481683,0.19937083842050146,0.4594627738313304
72,185.598783678,0.2948539470550634,0.24235521859116307,0.46279083435377355,0.3405231594052085,0.19996784370064954,0.45950899689414215
73,187.228922584,0.3664676883558325,0.31495600032392707,0.31857631132024045,0.34087856391138144,0.20154302392836568,0.4575784121602531
74,189.416158656,0.2957853950998203,0.15903833765019645,0.5451762672499832,0.3402691967652793,0.20096863627595798,0.458762166958763
75,192.026656361,0.4381393969199863,0.2635346952147839,0.2983259078652298,0.34157413276734205,0.2018028503951423,0.4566230168375158
76,193.079726604,0.2945484219843509,0.17126041632705952,0.5341911616885896,0.34095537341493426,0.20140097626266754,0.4576436503223984
77,195.26539668,0.29510071341222593,0.16542147150102443,0.5394778150867496,0.340359858349964,0.2009337099670618,0.45870643168297437
78,196.876481841,0.31907848709556835,0.04611444101289488,0.6348070718915367,0.3400870202569589,0.19894884754457248,0.46096413219846877
79,198.015309676,0.530225584051315,0.1755880090010671,0.29418640694761783,0.34249383752017865,0.1986531407275661,0.45885302175225545
80,201.264751944,0.5201419886653467,0.18639081353509615,0.29346719779955716,0.34471443940949326,0.19849986163766023,0.4567856989528467
81,202.493594514,0.3004970778469574,0.12637405678732522,0.5731288653657174,0.34416854605686936,0.1976094196024709,0.45822203434065994
82,204.189671803,0.3281958683689452,0.015792579617358624,0.6560115520136961,0.3439737573045776,0.19539214106606706,0.4606341016293555
83,205.394697202,0.4335365686955402,0.2672952403702832,0.2991681909341766,0.3450528273213362,0.19625844346732269,0.45868872921134124
84,207.906258888,0.29966882400847494,0.13127958681963292,0.5690515891718921,0.34451254156761163,0.1954848856500883,0.46000257278230017
85,209.576509717,0.33098401605671696,0.007124641944396578,0.6618913419988864,0.3443533824439541,0.19326888278296253,0.4623777347730836
86,211.690862595,0.30176606665996386,0.2771939685873117,0.4210399647527244,0.3438581810976286,0.1942447558737108,0.4618970630286608
87,213.34791936,0.29318538839804065,0.19244268017345384,0.5143719314285056,0.3432757352045299,0.19422404235991472,0.46250022243555555
88,214.547044783,0.312052288252952,0.3035503628887943,0.3843973488582537,0.3429209233073529,0.19546638691137927,0.461612689781268
89,216.169538508,0.4016324431119762,0.29165512168618374,0.30671243520184005,0.3435806033051576,0.19654715921221977,0.45987223748262274
90,219.067596349,0.447756024492872,0.25548016203795576,0.2967638134691722,0.34473810798502114,0.19720197035472795,0.458059921660251
91,220.714918839,0.35696120046073804,0.32059308050332885,0.32244571903593316,0.3448724276825565,0.1985579166200972,0.4565696556973464
92,221.430705555,0.43770623566327876,0.2638912086375982,0.2984025556991231,0.3458814908127817,0.19926806109854828,0.45485044808867003
93,224.007000255,0.29316733802903655,0.22075365279492684,0.4860790091760366,0.3453146719656447,0.19949908896625126,0.4551862390681041
94,224.98332467,0.41304692335698123,0.28328512740948075,0.303667949233538,0.34603522783151,0.20039042980075372,0.45357434236773636
95,227.42144428,0.29738012891615895,0.14638235354382775,0.5562375175400133,0.3455230688955589,0.19982192373489135,0.4546550073695498
96,229.337413306,0.2996054457575983,0.2691239816646762,0.4312705725777255,0.3450447603212052,0.20054382017165995,0.45441141950713493
97,231.2501887,0.36640842199796786,0.3149920333686645,0.31859954463336765,0.34526500425601714,0.201723698658227,0.4530112970857559
98,231.987235253,0.4053793809013719,0.28895042321392367,0.30567019588470445,0.3458784162626024,0.20261376727614228,0.4515078164612553
99,233.693404179,0.43063603371698644,0.26963340040317985,0.2997305658798337,0.3467345538126467,0.20329073326732447,0.44997471292002883
100,236.524229666,0.41484092525036353,0.2819344072461103,0.30322466750352617,0.3474156175270239,0.2040771700071123,0.44850721246586384
101,237.769820481,0.3156036726348969,0.05869496084675804,0.6257013665183451,0.3471006477756167,0.20263774219364344,0.45026161003073983
102,239.555477573,0.30213810163067334,0.11727414866641081,0.5805877497029158,0.3466598384996859,0.20180084421788627,0.4515393172824278
103,241.049157796,0.30017053852585734,0.12827974151378413,0.5715497199603585,0.3462084860727555,0.20108704710425418,0.45270446682299026
104,242.823271934,0.3110666437783913,0.07630380706768985,0.6126295491539189,0.345870583743002,0.19988720825774875,0.45424220799924914
105,244.070898497,0.4192010655868853,0.2786119927571173,0.3021869416559974,0.3465689692843723,0.2006369681101237,0.4527940626055039
106,247.136990075,0.6329890288453778,0.04864711779997622,0.318363853354646,0.3492710453179667,0.1992031015977638,0.4515258530842694
107,248.10199006,0.3108849075967727,0.07704281790571502,0.6120722744975123,0.3489122963673013,0.19806141670344557,0.453026286929253
108,249.573689645,0.2945889555807598,0.1708042646545988,0.5346067797646413,0.3484093024711296,0.19780903566595626,0.453781661862914
109,251.014947795,0.33781266605494914,0.3310599207772465,0.33112741316780436,0.34831208562327476,0.19903152085046352,0.45265639352626164
110,253.069986748,0.30839970992236476,0.08746326792765544,0.6041370221499798,0.3479492458441756,0.1980172640057107,0.45403349015011363
111,255.306256455,0.3625982184587372,0.31728522806616105,0.32011655347510176,0.34808121857043284,0.1990917501684175,0.45282703126114954
112,256.380713694,0.2950647205066778,0.16578012832727687,0.5391551511660453,0.34760785698057795,0.1987943249734073,0.4535978180460147
113,258.610439492,0.31686995854156197,0.31222951174587327,0.37090052971256476,0.3473358401802326,0.1997981761837831,0.4528659836359841
114,259.87440699,0.31601356065867403,0.057174470668856836,0.6268119686724691,0.3470610833423242,0.19854709104768728,0.4543918256099884
115,260.805084505,0.6353732867685131,0.045323522728181846,0.319303190503305,0.3495681459808128,0.19721471219273506,0.453217141826452
116,263.573893905,0.29713135641065674,0.25752973513935157,0.4453389084499917,0.34911610469141496,0.19773466928710243,0.45314922602148255
117,265.557851839,0.46467355826950624,0.2406661365083533,0.2946603052221405,0.3501037752348174,0.19810160490437806,0.4517946198608044
118,266.614973782,0.3197359371374118,0.04380746760665226,0.6364565952559359,0.34984642067466987,0.19679402746965158,0.4533595518556784
119,267.921915083,0.32783352468262,0.3273957081625661,0.34477076715481386,0.3496614383554089,0.19789152058471807,0.45244704105987277
120,269.970449024,0.322495589022271,0.03434755102033743,0.6431568599573916,0.3494350562776328,0.19652865417168158,0.4540362895506854
121,271.494055642,0.29390820225961317,0.17931145827513117,0.5267803394652557,0.3489761566576492,0.19638636329650347,0.4546374800458472
122,273.459609188,0.29899724451655246,0.13544691362090305,0.5655558418625445,0.34856649344337787,0.1958868596106379,0.45554664694598407
123,275.587492649,0.47266378914011276,0.23338540401263602,0.2939508068472512,0.3495754145466034,0.1961917258252883,0.45423285962810817
124,276.452049503,0.2928938488584529,0.20777361566776287,0.49933253547378426,0.34911830514589254,0.1962851281627276,0.45459656669137977
125,278.25074353,0.31026413495140365,0.07958951589061371,0.6101463491579827,0.3488074717843366,0.1953515632645507,0.45584096495111254
126,279.229250928,0.5993806804481405,0.09361784819916419,0.30700147135269534,0.3507961480435732,0.1945441528275238,0.4546596991289029
127,282.465114765,0.6579050764251111,0.013013676985731902,0.32908124658915694,0.35321432858201046,0.1931147790019979,0.4536708924159915
128,283.211185733,0.3101056168645271,0.08024553426298069,0.6096488488724923,0.3528775417717176,0.19223298802747432,0.45488947020080794
129,284.835963981,0.3045229702292177,0.10516728206542546,0.5903097477053568,0.35250270013185325,0.19155806007428017,0.45593923979386647
130,286.667445363,0.3043694716296994,0.1059138409613898,0.5897166874089108,0.35213244452799053,0.19089925838879637,0.45696829708321296
131,287.911920501,0.3020627758262334,0.27819814589977676,0.4197390782739898,0.3517502333165267,0.19156566211025422,0.4566841045732189
132,289.579854929,0.29783901014871333,0.261194642673475,0.4409663471778117,0.3513418149591948,0.1920931543872483,0.4565650306535567
133,291.846291329,0.31212625496844865,0.30369626204846883,0.3841774829830826,0.3510469611246779,0.19293227549748304,0.45602076337783887
134,293.558434139,0.34675299733983256,0.32632256480111255,0.3269244378590549,0.3510149166188209,0.1939277254176594,0.4550573579635196
135,294.965369619,0.29293171826599884,0.20185076480891295,0.5052175169250882,0.35058467070509625,0.19398641459833535,0.4554289146965682
136,295.573254879,0.6575814345429319,0.01348948791965201,0.32892907753741607,0.3528419998509627,0.19265923131393328,0.4544987688351039
137,297.979277062,0.3153441128039355,0.0596632551576723,0.6249926320383922,0.35256829264623984,0.19168845776534743,0.45574324958841256
138,299.840326054,0.2931998119129889,0.1920778560678352,0.5147223320191759,0.35213808626411486,0.19169127949217707,0.45617063424370796
139,301.649325462,0.3193615154762793,0.3161583232656053,0.36448016125811544,0.3519022835965765,0.1925867258502593,0.45551099055316413
140,302.69674959,0.29290186905170085,0.20957130799634785,0.4975268229519513,0.3514808520641131,0.1927080442941599,0.4558111036417269
141,304.864371341,0.31131037210564677,0.3020620152528659,0.3866276126414873,0.3511959550431311,0.19348360437188122,0.4553204405849876
142,305.728912602,0.3396713880264253,0.3300968348426907,0.330231777130884,0.35111479612047825,0.1944456693751968,0.45443953450432495
143,307.219496128,0.4443546876446569,0.2583594778776788,0.2972858344776643,0.351766823333934,0.19489261908500438,0.4533405575810616
144,310.109463147,0.6103525591875568,0.07931738024833991,0.3103300605641032,0.35356255761069527,0.19409001325974976,0.4523474291295549
145,311.16514153,0.2931698706103085,0.19284499108233055,0.5139851383073609,0.3531460563210374,0.1940814268999055,0.452772516779057
146,312.427801181,0.29426402471676877,0.17461738605567761,0.5311185892275536,0.3527427547347068,0.19394811155165737,0.4533091337136358
147,313.985285731,0.29301546195448297,0.21628139139939093,0.49070314664612613,0.3523364466205556,0.19410003862545147,0.45356351475399287
148,315.475616089,0.30822750156708106,0.2953360306531875,0.39643646777973146,0.35203841320803214,0.19478406559861186,0.453177521193356
149,317.734805942,0.30895284110685617,0.2970042827350876,0.3940428761580563,0.3517492482946014,0.19547010732436002,0.45278064438103854
150,318.853104256,0.2949424878017945,0.16701868668480868,0.5380388255133969,0.3513705365579827,0.195280431186763,0.4533490322552543
151,321.160134309,0.4639888199796561,0.24128161738964468,0.29472956263069927,0.35211635300448385,0.19558507480400064,0.4522985721915155
152,322.144558672,0.3126051671777636,0.07015929254265711,0.6172355402795793,0.351856410992466,0.19475990518386024,0.4533836838236738
153,323.466969558,0.3095191143921777,0.2982680523073822,0.3922128333004401,0.3515796966356014,0.19543642902126887,0.4529838743431297
154,324.862866052,0.44241004421473196,0.25999069182225554,0.29759926396301256,0.35216950408741393,0.1958556125459506,0.45197488336663544
155,327.443901262,0.3901483576080705,0.29968150063785326,0.31017014175407626,0.3524145289488375,0.1965254569852532,0.45106001406590923
156,329.03307168,0.39086575828801057,0.2991918005952308,0.3099424411167586,0.35266101118819115,0.19718357457249666,0.4501554142393121
157,329.953239728,0.2929157429420851,0.2110750853464131,0.4960091717115018,0.35228046807834335,0.19727205553284008,0.4504474763888165
158,331.474467583,0.29746484548520735,0.2592993891651269,0.44323576534966574,0.35193353375813363,0.1976646335938039,0.45040183264806244
159,333.645378525,0.30783563491762056,0.2944103716305731,0.39775399345180634,0.35165618848240715,0.19827309735504145,0.45007071416255134
160,334.211354833,0.5842142747363256,0.11279068353963197,0.30299504172404246,0.35310967652149416,0.19773883226869512,0.4491514912098107
161,336.841850428,0.31861063278285084,0.3150092202394697,0.36638014697767946,0.35289539674671994,0.1984672197716192,0.44863738348166077
162,338.339992851,0.2991942032178957,0.26740622920036994,0.43339956758173437,0.3525639078977766,0.19889276921253743,0.4485433228896859
163,339.858216725,0.2934113244705741,0.22572559813432383,0.4808630773951021,0.3522010086129471,0.1990573877948797,0.4487416035921731
164,341.042261111,0.29359063801957863,0.18420786083281884,0.5222015011476026,0.351843628304451,0.19896684189876956,0.4491895297967794
165,342.05487751,0.6172747094509078,0.07010676036509648,0.31261853018399577,0.3534523015235204,0.19818587170765642,0.44836182676882314
166,344.66170294,0.3052413938973001,0.2877921464154104,0.40696645968728956,0.3531618743691456,0.1987256685432453,0.44811245708760905
167,346.347870566,0.3627385056551,0.31720161254679724,0.3200598817981028,0.3532192194666663,0.19943510533368575,0.4473456751996479
168,347.272677584,0.2933209791962206,0.22406812020270597,0.4826109006010734,0.35286268232219936,0.19958173042219182,0.4475555872556088
169,349.316260871,0.29726966811325817,0.25827347118562227,0.44445686070111956,0.35253372957540086,0.19992901882907604,0.4475372515955231
170,350.408419349,0.29307590172010844,0.21828894036331395,0.4886351579165776,0.35218397764684034,0.20003701836751275,0.4477790039856469
171,351.878649025,0.30398349341199776,0.2842237130879063,0.41179279350009595,0.35190210347002837,0.20052933821967878,0.44756855831029285
172,353.488900489,0.29585870241629675,0.24988533018435333,0.4542559673993499,0.3515762697429718,0.20081629166133388,0.4476074385956943
173,356.017574977,0.6162182745788383,0.07152195640073404,0.3122597690204277,0.3531059923142774,0.20006892556156164,0.446825082124161
174,357.151302252,0.30386771581363586,0.283881480517371,0.41225080366899314,0.352823013713699,0.2005506069118824,0.4466263793744187
175,357.952685102,0.39160111496359007,0.29868821817558455,0.30971066686082543,0.35304460286369843,0.2011113932619607,0.445844003874341
176,359.743754953,0.29339893869418165,0.22550794049688483,0.4810931208089335,0.35270570704455345,0.20125001000761367,0.446044282947833
177,361.289361696,0.2937004593379612,0.23018425188693112,0.47611528877510767,0.35237234406316026,0.20141348030071715,0.44621417563612265
178,363.331330579,0.29879906014232616,0.26568831049222075,0.4355126293654531,0.35207137055798704,0.20177457485235484,0.4461540545896582
179,364.736024114,0.29738388046335884,0.14635517141419846,0.5562609481224428,0.3517658538535478,0.20146496924655508,0.4467691768998972
180,366.212710288,0.3122226699966727,0.07166887998031178,0.6161084500230155,0.35154616949878736,0.20074387986174264,0.4477099506394701
181,367.993575482,0.3031591855144909,0.28173156565185303,0.4151092488336561,0.3512788380955592,0.20119132563958855,0.4475298362648524
182,368.968438096,0.2998406423312783,0.27007671555974555,0.4300826421089761,0.3509962106463049,0.20156981679299601,0.44743397256069917
183,370.050919212,0.634313782734971,0.0468026651172638,0.31888355214776526,0.35254439410034133,0.20072409465269145,0.4467315112469673
184,373.061928372,0.6370554859990204,0.04296773971841388,0.31997677428256566,0.35409065003457324,0.19986672315848342,0.4460426268069434
185,373.864873911,0.33292317343199035,0.0012327620737481312,0.6658440644942615,0.35397623124212685,0.1987930260715389,0.44723074268633434
186,375.825912767,0.37010871227604175,0.3127210664732625,0.31717022125069577,0.3540629650111264,0.19940554241778474,0.44653149257108893
187,376.324092231,0.5310931870876836,0.17464502743202107,0.29426178548029536,0.35500965069068013,0.19927313324673787,0.4457172160625821
188,378.43668025,0.31972802495688174,0.043835103247157094,0.6364368717959612,0.35482198246869184,0.19844633521482521,0.446731682316483
189,379.872975347,0.29682519322562556,0.15051936490071274,0.5526554418736618,0.3545151211499455,0.19819275336131137,0.44729212548874325
190,381.484468617,0.3144896133230086,0.06288186275624587,0.6226285239207455,0.35430446058243525,0.19748059077917943,0.44821494863838535
191,383.44352945,0.33267171838832676,0.33266576157494615,0.33466252003672703,0.35419120015209965,0.19818836654250804,0.44762043330539236
192,384.956116815,0.3262492859191809,0.3255070570711309,0.3482436570096882,0.35404566934880316,0.1988514847223446,0.44710284592885224
193,385.861300846,0.29730012222230223,0.2584353322533213,0.44426454552437644,0.35375165096990935,0.1991602093209507,0.44708813970913996
194,387.222890222,0.3678431725689079,0.3141166106490595,0.3180402167820326,0.3538242876791825,0.1997527680906832,0.4464229442301343
195,388.846128354,0.3107382839913165,0.3008822491662637,0.3883794668424198,0.3536033338141165,0.20027138081414772,0.44612528537173574
196,391.456083564,0.6594491670467317,0.01073881125204891,0.32981202170121937,0.3551637717387727,0.19930437790821864,0.44553185035300863
197,392.24508334,0.3184904115672142,0.04819664668635428,0.6333129417464315,0.3549776125500846,0.19853733358729547,0.44648505386261983
198,393.427743844,0.30577718541806526,0.28923513934545325,0.4049876752364815,0.3547291255443673,0.19899540331334675,0.44627547114228583
199,395.582870011,0.31676363946499636,0.31205420798418776,0.3711821525508159,0.354538344207285,0.19956353801018517,0.4458981177825297
200,396.381854223,0.3341463369305282,0.33292571681844746,0.33292794625102434,0.3544363841709013,0.20023034890422647,0.44533326692487213
